id,question,option_a,option_b,option_c,option_d,correct_option,batch,model_answer,model_answer_val
OIC-210-05-B,What is the primary indication for imaging examinations in the course of Diffuse Interstitial Lung Disease (DIP)?,Diagnostic doubt,Poorly defined abnormalities on chest X-ray,Thoracic CT scan,Subacute or chronic PID,c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-015-03-B,What is the purpose of the 6th to 8th day of full hospitalization for psychiatric patients?,To provide a second opinion from a psychiatrist,To allow the patient to return home without further observation,To enable the patient to receive treatment in a different setting,To increase the risk of harm to the patient,c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-015-02-A,What are the main indications for psychiatric hospitalization without consent?,Mental disorders that require immediate care with medical supervision,Mental disorders that make consent impossible,Mental disorders that jeopardize public safety,Mental disorders that undermine social order,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-015-01-B,What is the main purpose of psychiatric care without consent?,To provide immediate treatment,To protect patients from harm,To allow third parties to make decisions on behalf of patients,To enable patients to refuse treatment,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-015-04-B,What is the purpose of the provisional placement order (OPP)?,To ensure the minor's safety,To provide financial assistance to the minor,To allow the minor to live with a family member without parental consent,To enable the minor to receive specialized psychiatric care without parental involvement,d,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-015-05-A,What is the primary reason for hospitalizing a minor without their consent?,To address immediate physical harm,To ensure proper education and development,To provide specialist treatment for mental disorders,To punish the minor for misbehavior,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-015-06-B,What is the maximum duration for renewing an Order for Psychiatric Placement (OPP)?,One month,Three months,Two years,15 days,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-051-03-A,What is the primary cause of isolated primary enuresis?,Urinary tract infection,Bladder dysfunction,Inadequate hydration,Behavioral factors,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-051-01-A,What is the primary purpose of a 48-hour voiding diary in diagnosing micturition disorders?,To assess the severity of urinary incontinence,To rule out other differential diagnoses such as vaginal micturition and stress incontinence,To confirm pollakiuria and quantify urine leakage,To assess bladder-sphincter behavior in children,c,batch3,"{ ""answer_option"" : ""a""}",a
OIC-051-06-A,What is the main difference between isolated and polyuric primary enuresis?,"Isolated primary enuresis occurs when a child has never had a period of continence during sleep for at least six months, while polyuric primary enuresis occurs when nocturnal urine volume is greater than daytime volume.","Polyuric primary enuresis occurs when the child has a low bladder capacity and is unable to hold urine, while isolated primary enuresis does not meet this criterion.","Isolated primary enuresis is caused by an inversion of the ADH cycle, while polyuric primary enuresis is caused by a lack of ADH production.",Both isolated and polyuric primary enuresis are associated with ADHD.,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-051-05-B,What is a common symptom of nocturnal enuresis in children?,Increased bladder capacity,Nighttime bedwetting,Overactive bladder,Sleep apnea,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-051-02-B,What is the primary purpose of a urinary debimetry test in children with micturition disorders?,To confirm the presence of a low urinary infection,To exclude hyperconcentration of urine leading to micturition problems,To assess bladder capacity and voiding function,To diagnose an underlying neurological condition such as posterior urethral valves,b,batch3,"{ ""answer_option"" : ""a""}",a
OIC-051-04-B,What is the main cause of micturition disorders in children?,Psychological problems,Sleep disorders,Nocturnal respiratory disorders,Genetic predisposition,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-336-09-A,What should be the first step in prescribing a complementary examination for an adult with suspected traumatic coma?,Capillary glycaemia verified by plasma glycaemia,"Standard ionogram with natraemia, calcaemia, urea, creatinine",Blood gases,Liver check-up,a,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-336-13-A,What is the main cause of Non-Traumatic Coma in Adults?,Vascular,Metabolic,Endocrine,Withdrawal,b,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-336-04-A,What is the correct interpretation of a threatening blink in a patient in a coma?,A threat to the life-threatening organ,A threat to the brainstem,A threat to the eyes themselves,A threat to the optic nerve,a,batch3,"{ ""answer_option"" : ""A""}",a
OIC-336-06-B,What is a key characteristic of deep coma in adults and children?,Absence of spontaneous breathing,Presence of photomotor reflex,Glasgow Coma Scale score 2,Oculovestibular reflex absent,a,batch3,"{ ""answer_option"" : ""A""}",a
OIC-336-08-A,What is a characteristic sign of extreme emergency in adults and children with non-traumatic coma?,Unilateral mydriasis,Central pulse,Respiratory distress,Glasgow score < 8,a,batch3,"{ ""answer_option"" : ""a""}",a
OIC-336-01-A,What is a key characteristic of coma in adults and children?,A person with a coma may still respond to verbal commands.,A person with a coma must have their eyes open at all times.,A person with a coma can be conscious even if they are not opening their eyes.,A person with a coma is always awake and alert.,c,batch3,"{ ""answer_option"" : ""A"" }",a
OIC-336-07-A,What is the primary treatment for hypoglycemia in adults and children?,Oral glucose,Sugar cubes,IV insulin,Ginger ale,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-336-10-B,What is the preferred indication for emergency MRI in adults and children?,Ischaemic stroke,Encephalitis,Malignant sylvian stroke,Cerebral vasculitis,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-336-03-A,What is the correct interpretation of a Glasgow Coma Score in adults and children?,A score of Y4 indicates spontaneous eye opening.,A score of V5 indicates no response to verbal stimuli.,A score of M6 indicates normal motor response.,"A score of Y1 indicates no response, not even to pain.",a,batch3,"{ ""answer_option"" : ""a""}",a
OIC-336-05-A,What is the main difference between a non-traumatic coma in adults and children?,Fever,Meningitis,Chronic intoxication,Trauma to the head or neck area,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-336-02-B,What is the primary mechanism contributing to non-traumatic coma in adults?,Loss of oxygen supply,Overstimulation of the brain,Electrolyte imbalance,Hypothermia,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-336-14-A,What is the primary goal of initial symptomatic management and correction of hypoglycemia in adults and children?,Administering insulin to raise blood sugar levels,Using a rectal thermometer to measure body temperature,Placing the patient on a low-calorie diet to reduce glucose intake,Providing physical therapy to improve mobility and balance,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-336-15-B,What is the primary goal in managing non-traumaticoma airway protection for adults and children?,Maintain normal blood pressure,Avoid hypoxemia,Prevent ACSOS,Initiate mechanical ventilation when GCS < 8 and no rapidly reversible cause exists,d,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-17-B,What should be administered to a patient with upper gastrointestinal haemorrhage before an endoscopy?,Erythromycin,Caffeine,Ginger,Aspirin,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-06-B,What is the main cause of rectal discharge in children?,Constipation,Fissure on constipation,Crohn's disease,Meckel's diverticulum,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-14-A,What is the primary goal of initiating oxygen therapy and fluid resuscitation for a patient with digestive hemorrhage?,Improve blood flow,Reduce bleeding risk,Prevent shock,Relieve respiratory distress,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-08-A,What is the main cause of upper gastrointestinal haemorrhage?,Peptic ulcers,Gastrointestinal cancer,Inflammatory bowel disease,Hormonal changes in pregnancy,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-04-A,What is a common antecedent for lower digestive hemorrhage?,Gastroparesis,Chronic constipation,Anal fissure,Diverticulosis,b,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-05-B,What is the most common cause of haematemesis in children?,Neonatal oesophagitis,Mallory-Weiss syndrome,Gastritis,Swallowing blood from maternal crevices,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-09-A,What is the primary purpose of performing a finger haemoglobin test in cases of digestive hemorrhage?,To confirm the diagnosis,To provide an approximate figure for instant haemoglobinaemia,To determine the Rh blood group,To assess platelet count and function,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-02-B,What is the main difference between upper and lower digestive hemorrhage?,Both are caused by similar risk factors,Lower digestive hemorrhages are more common in children,Upper digestive hemorrhages occur due to a higher mortality rate,Both have a median age of 60 years,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-16-B,What is a common cause of lower GI hemorrhage in children?,Constipation,Intussusception,Meckel's diverticulum,Gastrointestinal obstruction,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-11-A,What is the main criterion for assessing the severity of digestive haemorrhage?,Haemoglobinemia,Lipothymia,Terrain,Volume of extruded blood,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-07-A,What is the most common cause of upper gastrointestinal hemorrhage?,Peptic Ulcer / Erosions,Dieulafoy Ulceration (punctiform ulceration eroding an artery),Gastric Cancer,Aorto-duodenal Fistula,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-12-A,What is a common emergency diagnosis for low digestive hemorrhage?,Acute Intestinal Intussusception,Meckel's Diverticulum,Hemorrhoids,Diverticulitis,a,batch3,"{ ""answer_option"" : ""a""}",a
OIC-355-15-B,What is the primary treatment approach for oesophagitis in children?,PPI administration,H. pylori eradication,Antibiotics for all cases,Surgery immediately,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-01-A,What is the main difference between upper and lower digestive haemorrhage?,The bleeding originates from the stomach,The bleeding originates from the colon,Anatomical distinction does not correspond to a clinical presentation,Bleeding can be externally visible,c,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-03-A,What is the most common type of digestive haemorrhage?,Haematemesis,Melena,Recterrhagia,Charcoal and iron per os,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-10-B,What is the first-line diagnostic test for digestive haemorrhage?,Colonoscopy,CT scan,Endoscopy,MRI,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-355-13-A,What is a common risk factor for upper GI bleeding?,Taking certain medications,Certain medical conditions,Poor oral hygiene,A healthy diet,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-012-02-B,What percentage of rape victims in France report filing a complaint with the authorities?,20%,15%,30%,5%,b,batch3,"{ ""answer_option"": ""A"" }",a
OIC-012-12-B,What is the recommended treatment for emergency contraception up to 120 hours after sexual violence?,Levonorgestrel (LNG) orally,Ulipristal acetate (UPA),No treatment available,Post-exposure prophylaxis (PEP),a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-012-07-B,What is a key aspect of initial treatment for victims of sexual assault?,Provide immediate medical attention,Offer psychological support only,Give the victim information on local shelter and support groups,Do not provide any medical or psychological care,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-012-08-A,What is the correct order of questioning during an interview with a victim of sexual violence?,The victim's consent to proceed with the examination and samples should be obtained before starting the interview.,The victim's consent to proceed with the examination and samples should be obtained after completing the interview.,The victim's consent to proceed with the examination and samples should be obtained immediately after the interview.,The victim's consent to proceed with the examination and samples should be obtained before starting the medical examination.,a,batch3,"{ ""answer_option"" : ""a"" }",a
OIC-012-01-A,What is the difference between exhibitionism and sexual molestation?,"Exhibitionism is an act of exposing a part of the body or the explicit commission of a sexual act, real or simulated, in a place accessible to public view.",Sexual molestation is any non-consensual touching or contact of a sexual nature without penetration.,"Exhibitionism and sexual molestation are both acts of exposing oneself, but exhibitionism involves public exposure, while sexual molestation can occur in private settings.",Both exhibitionism and sexual molestation involve unwanted physical contact with another person.,a,batch3,"{ ""answer_option"" : ""a"" }",a
