id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-260-10-A,Etiologies,What is the main etiology that should be ruled out before starting a nephrological work-up for isolated macroscopic hematuria or persistent microscopic hematuria?,"Prostatic Origin: Benign prostatic hyperplasia (BPH) and prostatic tumors are not the main etiologies to rule out in adults, but rather in children with vesico-prostatic rhabdomyosarcoma.","Frequent or Serious Urological Causes: Tumors of the urinary tree, including urothelial tumors, kidney tumors, and prostatic tumors are not the main etiologies to rule out initially.",Urinary Tract Infections (161): URTIs are not typically a cause for hematuria that requires further investigation before nephrological work-up.,Prostatic Origin: Benign prostatic hyperplasia (BPH) and prostatic tumors should always be ruled out in the case of isolated macroscopic hematuria or persistent microscopic hematuria before any nephrological work-up.,d
OIC-260-04-B,Positive diagnosis,What does macroscopic hematuria of urological origin indicate?,Renal origin,Bladder neck or urethral origin,Nephrological origin confirmed by proteinuria,Urethro-prostatic origin with associated pain and burning,b
OIC-260-09-A,Etiologies,Which of the following nephrological conditions is considered if the urological work-up is negative and/or if there is a suggestive nephrological syndrome?,Glomerular Nephropathy (confirmed by renal biopsy),Acute Interstitial Nephropathy,Renal Infarction,Papillary Necrosis,a
OIC-260-02-B,Physiopathology,What is a common cause of macroscopic hematuria?,Renal parenchymal damage from stones,Rapidly progressive glomerulonephritis with extracapillary cell proliferation and fibrinolytic activation,Kidney stones causing microhematuria,Blood clots in the urinary tract preventing detection of macroscopic hematuria,b
OIC-260-05-B,Complementary examinations,What should always come before considering a nephrological cause for isolated macroscopic hematuria?,Urethrovesical fibroscopy,Uro-Scanner imaging and Urinary Cytology,Renal-vesical ultrasound and Proteinuria detection by dipstick,Blood count (CBC) and Hemostasis work-up,d
OIC-188-06-B,Positive diagnosis,What is a key factor in diagnosing occupational asthma?,Demonstrating a positive diagnosis in patients without a history of allergy,Identifying exposure to non-sensitizing irritants such as chlorine gas,Establishing a link between symptoms and occupation through clinical or functional testing,Only using bronchoprovocation tests for occupational asthmatics,c
OIC-188-02-B,Epidemiology,What percentage of children are at risk of developing asthma if both parents have a history of asthma?,10%,25%,50%,80%,c
OIC-188-20-A,Management,What is the recommended dose of systemic corticosteroid therapy for a child with an asthma attack?,5mg/kg/d,0.5 to 1mg/kg/d,10mg/kg/d,20mg/kg/d,f
OIC-188-05-A,Positive diagnosis,"In a diagnosis of asthma, what is typically required to demonstrate reversible airway obstruction?",Performing EFR without any diagnostic test,Performing EFR with spirometry and bronchodilators,Spirometry alone to show FEV1/FVC < 0.7,Methacholine challenge with normal spirometry results,b
OIC-188-09-A,Positive diagnosis,What is required for a diagnosis of asthma exacerbation?,Symptoms returned to baseline within 24 hours.,Use of rapid-acting bronchodilators in small quantities every 2 days.,A progressive increase in symptoms lasting at least two days and requiring a change in treatment.,Age under 18 years old.,c
OIC-188-14-A,Etiologies,What is a common occupation associated with occupational asthma?,Teachers,Farmers and workers in dust-exposing industries,Office clerks,Construction workers,b
OIC-188-18-B,Management,"When choosing an inhaled treatment device, what should be considered?",Only patient's inspiratory capacity,Only patient's coordination skills,Both patient's inspiration and coordination skills,Neither inspiratory capacity nor coordination skill,c
OIC-188-15-B,Etiologies,What is a key factor leading to poor asthma control in adults?,Weight gain,"GERD: pyrosis, regurgitation",Pregnancy,Hypersensitivity to aspirin and NSAIDs (Widal syndrome),d
OIC-188-04-A,Positive diagnosis,What is included in the PAREO symptoms that may accompany allergic rhinitis?,"Pruritus, conjunctivitis","Anosmia, sneezing, nasal obstruction","Rhinorrhoea only, ocular symptoms are absent",Sneezing and nasal obstruction without rhinorrhoea,b
OIC-188-03-B,Physiopathology,How do airway inflammation and hyperreactivity contribute to obstruction in asthma?,Hyperplasia of the mucous glands and vascular hyperpermeability cause edema of the mucosa.,Bronchial remodeling is responsible for obstructing the bronchial wall and upper airways in asthma.,Thickening of the basement membrane causes bronchial obstruction in asthma.,"Hyperplasia and hypertrophy of smooth muscle cells, primarily in asthma, contribute to bronchial hyperreactivity.",d
OIC-188-08-A,Positive diagnosis,What does a controlled asthma diagnosis indicate?,Asthma symptoms are present at least once a week.,< 2 courses of systemic corticosteroid therapy in the previous year.,No bronchial obstruction: FEV1/FVC > 0.7 and FEV1 ≥ 80%.,"Asthma symptoms are present at least twice a month, with no exacerbations in over 12 months.",c
OIC-188-23-B,,What is a common complication of poorly controlled asthma?,Increased risk of respiratory infections,Deteriorated physical fitness and increased risk of heart disease,Mental health issues such as depression,Impaired cognitive function in children,b
OIC-188-07-B,Etiologies,Which occupation has a high risk of occupational asthma?,Baker,Hairdressers,Maintenance agents,Woodworkers,c
OIC-188-16-A,Management,What is a primary purpose of using oral and/or topical corticosteroids in allergic rhinitis?,To relieve nasal congestion immediately,To reduce inflammation in the nasal passages and sinuses,To provide long-term symptom relief through immunomodulation,To alleviate symptoms caused by histamine release,b
OIC-188-12-B,,"A patient with asthma has a post-bronchodilator FEV1 of 1900 mL, which is 1100 mL (or 55%) higher than their pre-bronchodilator value. What does this indicate about the reversibility of their obstructive ventilatory disorder?",The patient's airway obstruction is complete,The patient would be highly responsive to bronchodilators,The increase in FEV1 post-bronchodilator indicates that the patient has a non-reversible obstructive ventilatory disorder,The increase in FEV1 post-bronchodilator is less than 12% of their pre-bronchodilator value,b
OIC-188-17-A,Management,What is the primary recommended background treatment for all persistent asthma?,Long-acting B2-mimetic bronchodilators (LABD),Anti-leukotriene (montelukast),Inhaled corticosteroids (ICS),Short-acting B2-mimetic bronchodilators (SADB),c
OIC-188-21-B,Management,What is the primary goal of therapeutic education in asthma management?,To improve lung function,To reduce severe exacerbations and improve compliance with treatment plans,To educate patients on how to manage their allergies,To increase the use of inhalation devices,b
OIC-188-01-A,Definition,What characterizes asthma?,Chronic inflammatory disease leading to changes in the structure of the lower airways.,Chronic inflammatory disease leading to changes in the upper airways with symptoms such as sneezing and runny nose.,Acute inflammatory response to an allergen with symptoms that are totally irreversible with treatment.,Respiratory symptoms that occur only at night and are not associated with reversible bronchodilation.,a
OIC-188-10-A,Emergency identification,What is a sign of life-threatening failure in an asthma exacerbation?,SpO2 < 95% in ambient air,RF > 25/min and SpO2 < 90%,Auscultatory silence or paradoxical breathing,"Consciousness disorders, bradycardia, and collapse",d
OIC-188-19-A,,What is a key aspect of background asthma treatment?,Monitoring medication dosage,Assessing compliance with treatment and looking for side effects,Systematic assessment of breathing patterns,Providing symptomatic relief,b
OIC-188-22-A,Management,What can help reduce dust mite populations in a home?,Increase indoor humidity to more than 60%,Change bedding if infestation is high,Use air fresheners,Wash pillows daily at room temperature,b
OIC-188-13-B,Additional tests,What are the indications for using immunoallergic tests?,"When asthma symptoms worsen, diagnosis of chronic rhinitis must be ruled out",Diagnosis of chronic rhinitis with suspected allergic origin and asthma diagnosis is not needed,Asthma diagnosis alone or when chronic rhinitis symptoms are present,Only for adults with suspected allergies,c
OIC-247-15-A,,What percentage of cardiovascular risk is considered low?,5%,10%,15%,25%,b
OIC-247-27-B,Management,How should glycaemic control be managed for diabetic retinopathy?,< 6%,HbA1c < 8%,Aim for HbA1c > 9%,No specific target,a
OIC-247-18-A,Identifying emergencies,What is the primary cause of death in children with type 1 diabetes?,Hypoglycemia,Hyperosmolar coma,Diabetic ketoacidosis due to poor insulin management,Nutritional deficiency and infections,c
OIC-247-21-A,,What is the primary purpose of self-monitoring blood glucose levels in patients with type 1 diabetes?,Only to monitor their diabetes,To adapt insulin doses based on blood glucose readings,To provide an idea of average glycaemic balance and manage emergency situations like hypoglycaemia or hyperglycaemia,To estimate HbA1c levels over a short period,c
