id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-234-04-A,Definition,What is the main consequence of cardiogenic shock?,Kidney failure,Tissue oxygenation and organ function fail due to insufficient blood flow,Low cardiac output causes a rise in systemic capillary pressure,Cardiogenic shock occurs only when the heart pumps at 100 beats per minute,b
OIC-270-05-A,Additional examinations,When should imaging tests be urgently ordered in adults with acute low back pain?,Only when symptoms worsen despite symptomatic treatment,"In cases of fever and neurological deficits, regardless of previous investigations",If pain is resistant to treatment but there are no signs of severity or secondary causes,For patients with a history of recurrent low back pain without any new symptoms,b
OIC-270-01-A,Positive diagnosis,What is the main purpose of a neurological examination in patients with acute low back pain?,To rule out radiculalgia or cauda equina,To check for signs of infection or inflammation,To assess muscle strength and flexibility,To evaluate cardiovascular function,a
OIC-270-07-B,,What are the two main contexts that can influence the transition to chronicity in acute low back pain?,Biological factors only,Psychological factors only,Biopsychosocial context (yellow flags) and occupational factors (black flags),Socio-professional environment only,c
OIC-270-03-A,Identifying an emergency,What is an indicator of a severe neurological examination in acute low back pain?,"Severe dyspnea, respiratory distress",Motor deficit,"Abdominal defense or contracture, intestinal obstruction",Heart rhythm disorder (232),b
OIC-270-04-A,Etiologies,What type of pain is characteristic of renal colic?,Pain that worsens with movement,Unilateral lumbar pain of sudden onset with oblique distal and anterior radiation towards the homolateral iliac fossa,Pain that improves with rest,Pain that is accompanied by fever and urinary frequency,b
OIC-270-02-A,Etiologies,What are some common causes of low back pain?,Only degenerative conditions such as Discovertébrales (2C-094) and Arthrose (129),"Infections, such as Tumour (93), can also cause low back pain",Low back pain is only caused by referred pain from extra-spinal aetiologies like Urological or Visceral conditions,"Degenerative and non-degenerative conditions, including Infectious and Spondyloarthritis (197), can all cause low back pain",f
OIC-270-06-A,Additional tests,When to order biological tests for acute low back pain?,Only if a secondary cause is suspected,In all cases of acute low back pain,If the patient has a history of chronic conditions such as diabetes or hypertension,Before starting physical therapy,a
OIC-032-04-B,Management,When is neonatal blood screening typically carried out?,At birth,Around 24-48 hours of life,After 72 hours of life,"Never, as it's not necessary",c
OIC-032-06-A,Care,What is the ideal time for breastfeeding initiation?,Within 2 hours after birth,At least within the first hour,After a medical examination,Once the mother has recovered from childbirth,b
OIC-032-07-B,Positive diagnosis,"What is defined as birth before 37 weeks' amenorrhea (SA) and, from 22 SA, of a child weighing at least 500g?",32 weeks,37 weeks,22 weeks,37 weeks + 500g,d
OIC-032-05-B,,What is a key risk factor for congenital dislocation of the hips (CDH)?,Premature birth,Family history of CDH,Birth before 32 weeks' gestation and/or low birth weight,Neurological disorders,b
OIC-032-08-B,Positive diagnosis,What percentage of cleft lip and palate cases are syndromic?,70%,30%,50%,40%,b
OIC-032-03-B,Positive diagnosis,What is the primary purpose of clamping and cutting the umbilical cord after birth?,To prevent infection from bacteria in the cord,To promote breastfeeding by stimulating milk production,To assess the baby's condition and determine if they need additional care,To prevent hypothermia by reducing blood loss,d
OIC-032-01-B,Positive diagnosis,"A newborn's Adaptation to Extra-Uterine Life is assessed using the Apgar score at 1, 5, and 10 minutes. Which of the following parameters are included in the Apgar score?",Heart rate only,"Respiratory movements, Muscle tone, Coloring, Reactivity to stimulation","Temperature, Birth measurements, Inspection","Skin examination, Palpation of the Fontanelles, Neurosensory Examination",b
OIC-032-02-B,Positive diagnosis,What criterion is used to assess the maturation of a term newborn?,Gestational age determined by ultrasound,Posture assessed through passive tone and active tone tests,Reflexes evaluated through primary automatisms (archaic reflexes),Age at birth considered the only factor in determining term birth,c
OIC-086-04-A,Etiologies,What is a common cause of neurogenic ptosis?,Damage to the orbicularis oculi muscle,Paralysis of the III cranial nerve or cervical sympathetic nerve,Inflammation of the eyelid tissues,Relaxation of the levator aponeurosis with age,b
OIC-086-12-A,Identification of the emergency,What type of fibre damage would lead to ptosis (drooping eyelid) in a comatose patient?,Damage to parasympathetic fibres,Damage to somatic efferent fibres,Claude Bernard-Horner syndrome due to sympathetic system damage,Intracranial retrocarotid aneurysm compression of the oculomotor nerve,d
OIC-086-10-B,Management,What is the primary goal of massage therapy in treating a chalazion?,To push the chalazion contents further into the eyelid,"To promote expulsion of meibomian gland secretion through the orifices, helping to resolve the blockage",To reduce inflammation and swelling by applying pressure on the affected area,To create a new opening for the chalazion to drain into the nasal cavity,b
OIC-086-02-A,Positive diagnosis,What is a common complication of Entropion?,Dry eye,Trichiasis (rubbing of eyelashes on cornea),Corneal ulcers,Vision loss,b
OIC-086-13-B,Epidemiology,What should you do if an infant has watery eyes that persist for several weeks?,Consult an ophthalmologist immediately,Use saline lavage with antiseptics and observe,Administer antibiotics and wait for the infection to clear up on its own,Perform a catheter insertion without anesthesia as soon as possible,b
OIC-086-11-A,Management,How long are antibiotic eye drops/ointments typically used to treat a stye?,4 days,6-8 days,2 weeks,1 month,b
OIC-086-03-A,Positive diagnosis,What is the normal position of the upper eyelid in relation to the cornea?,The entire upper eyelid should cover the cornea.,Only 1 to 2 mm of the upper eyelid should be above the cornea.,The free edge of the upper eyelid should overlap the visual axis,The upper eyelid should not touch the cornea at all.,b
OIC-086-06-A,Positive diagnosis,What is the primary cause of a stye?,A bacterial infection with Staphylococcus aureus,An allergic reaction to eyelash dander,A viral infection of the eyelid epithelium,Overgrowth of eyelashes,a
OIC-086-01-A,Positive diagnosis,What is a common complication of ectropion?,Corneal ulcers,Corneal exposure,Inflammation of the eyelid tissues,Lacrimal gland enlargement,b
OIC-086-05-A,Positive diagnosis,What typically characterizes a chalazion?,A painful swelling with no connection to the free edge of the eyelid,Sebaceous secretions and no infection present,A condition that usually resolves within a few days,"Infection is always present, leading to pus discharge",b
OIC-086-09-B,Positive diagnosis,What is a common sign of malignancy in a palpebral tumour?,Rapid and continuous growth,Pearly nodules and telangiectasias,Loss of eyelashes (Madarosis),Tissue invasion is the only sign of malignancy in basal cell carcinoma.,a
OIC-112-03-B,Positive diagnosis,Which of the following accurately describes a key difference between bullous pemphigoid and pemphigus?,"Bullous pemphigoid has intraepidermal bullae, while pemphigus has subepidermal bullae.","Bullous pemphigoid is characterized by tense bullae, whereas pemphigus is associated with flaccid and fragile bullae.",Pemphigus vulgaris typically affects younger individuals compared to bullous pemphigoid.,The presence of mucosal lesions in pemphigus is a distinguishing feature from bullous pemphigoid.,b
OIC-112-04-A,Additional examinations,What is the primary purpose of a skin biopsy with direct immunofluorescence examination in diagnosing bullous dermatosis?,To identify the underlying cause of bullous lesions,To determine if the disease is autoimmune or non-autoimmune,To rule out other causes of similar symptoms,To confirm a diagnosis of pemphigus,b
OIC-112-05-B,Etiologies,What is a common cause of bullous dermatosis due to thermal exposure?,Sunburn,Insect bite,Thermal origin,Vasculitis,c
OIC-112-01-A,Definition,Where do intra-epidermal and sub-epidermal bubbles form in the skin?,Intra-epidermal: roof and floor of the bubble in the epidermis; Sub-epidermal: roof of the bubble consisting of the entire epidermis,Intra-epidermal: roof and floor of the bubble in the dermis; Sub-epidermal: roof of the bubble consisting of the surface of keratinocytes,"Intra-epidermal: taut, sub-epidermal: flaccid and fragile","Sub-epidermal: taut, intra-epidermal: flaccid and fragile",a
OIC-112-02-A,Positive diagnosis,What can confirm a diagnosis of autoimmune bullous dermatosis?,A single skin biopsy for histological analysis,Two skin biopsies: one for histological analysis and the other for direct immunofluorescence examination,A positive test result from just one direct immunofluorescence examination,Negative results from two direct immunofluorescence examinations,b
