id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-315-08-A,Epidemiology,What are the epidemiological features of childhood Acute Leukaemia (ALL) in France?,"LA accounts for 80% of childhood leukaemias, with a peak frequency between 2 to 6 years of age.","AL accounts for 80% of childhood leukaemias, with a peak frequency between 2 to 6 years of age, and the incidence is equal in girls and boys.","LA accounts for 30-35% of childhood cancers, with a peak frequency between 2 to 6 years of age.","AL accounts for 20% of childhood leukaemias, with a peak frequency between 2 to 6 years of age.",B
OIC-102-14-B,Etiologies,Which of the following is NOT a common etiology associated with diplopia?,Multiple Sclerosis presenting with VI paralysis,Graves' disease with associated exophthalmos,Diabetes as a common cause of painful diplopia,Acute appendicitis,D
OIC-102-02-A,Positive diagnosis,Which of the following best describes binocular diplopia?,Double vision that persists even when one eye is covered.,Double vision that disappears when either eye is covered.,Double vision that only occurs in low light conditions.,Double vision that is caused by a refractive error in one eye.,B
OIC-102-13-B,Positive diagnosis,Which of the following is NOT a common cause of monocular diplopia?,Corneal scarring from keratitis,Keratoconus,Nuclear cataract,Myopia (nearsightedness),D
OIC-102-12-B,Complementary examinations,"In the case of recent acute diplopia, which imaging examination is indicated if a stroke is suspected?",Ultrasound of the carotid arteries,"Cerebral Imaging (CT, MRI, cerebral arteriography)",X-ray of the skull,Echocardiogram,B
OIC-102-05-B,,Which of the following correctly defines the type of tropia where the visual axis of one eye deviates outward?,Esotropia - Inward deviation of the eye,Hypertropia - Upward deviation of the eye,Hypotropia - Downward deviation of the eye,Exotropia - Outward deviation of the eye,D
OIC-102-10-A,Positive diagnosis,Which of the following is a clinical indicator that suggests myasthenia gravis as a potential diagnosis when diplopia is present?,Constant ptosis that does not change throughout the day,Improvement in diplopia symptoms after rest,Progressive unilateral ptosis that worsens during the day and when tired,"Presence of diplopia only in one eye, with no other symptoms",C
OIC-102-04-B,,Which of the following best describes the term 'vergences' as used in the context of ocular motility?,Movement of both eyes in the same direction simultaneously,Movement of one eye inward while the other moves outward,Inward movement of both eyes for near vision,Outward movement of both eyes for distant vision,C
OIC-102-03-B,Positive diagnosis,Which of the following best describes the observation made during a cover-test in a patient with paralytic strabismus?,No movement is observed when the cover is moved from one eye to the other.,A restitution movement is observed when the cover is moved from one eye to the other.,The patient sees two distinct points of light in all gaze positions.,The patient's pupils constrict simultaneously in both eyes when one eye is covered.,B
OIC-102-09-B,Positive diagnosis,"In the context of intracranial hypertonia, what is the primary cause of VI nerve paralysis and its localizing value?","VI nerve paralysis is primarily caused by a lesion in the nuclei or nerve tracts, and it has a high localizing value.","VI nerve paralysis is primarily caused by compression in the cerebellopontine angle due to intracranial hypertonia, and it has a low localizing value.","VI nerve paralysis is primarily caused by direct trauma to the VI nerve, and it has a moderate localizing value.","VI nerve paralysis is primarily caused by a lesion in the optic nerve, and it has no localizing value.",B
OIC-102-01-B,Physiopathology,Which of the following statements accurately describes the course and connections of the cranial nerves involved in oculomotor function?,"The oculomotor nerve (III) originates from the inter-peduncular fossa and travels between the posterior cerebral and superior cerebellar arteries, then close to the posterior communicating artery to reach the roof of the cavernous sinus, and is connected to the contralateral nucleus III via the medial longitudinal fasciculus (MLF).","The trochlear nerve (IV) arises from the inter-peduncular fossa and travels between the posterior cerebral and superior cerebellar arteries, then close to the posterior communicating artery to reach the roof of the cavernous sinus, and is connected to the contralateral nucleus III via the medial longitudinal fasciculus (MLF).","The abducens nerve (VI) arises in the pontomedullary sulcus and travels towards the dorsal surface of the clivus, then pierces the dura mater, and is connected to the contralateral nucleus III via the medial longitudinal fasciculus (MLF).","The oculomotor nerve (III) and trochlear nerve (IV) run in the lateral wall of the cavernous sinus, accompanied by the ophthalmic nerve (V1), and the abducens nerve (VI) runs in the cavernous sinus, in contact with the lateral border of the internal carotid artery, with no connection to the contralateral nucleus III via the medial longitudinal fasciculus (MLF).",A
OIC-102-11-A,Identification of the emergency,"In the context of acute diplopia and associated symptoms, which of the following scenarios warrants urgent neuroradiological exploration to investigate the possibility of an intracranial aneurysm?","A patient with complete oculomotor paralysis and no pupillary signs, who is over 60 years old with a history of hypertension.","A young adult experiencing partial oculomotor paralysis, pupillary signs of intrinsic III damage, and severe headaches.","An elderly patient with partial oculomotor paralysis, no pupillary signs, and a history of diabetes.","A middle-aged individual with complete oculomotor paralysis, no pupillary signs, and no headaches.",B
