id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-009-15-B,,What is the primary purpose of prenatal diagnosis (PND) in France?,To detect serious conditions in the embryo or foetus to prevent or treat them,To determine the sex of the foetus for genetic screening purposes only,To provide information on the risk of trisomy 21 without allowing termination,To conduct non-invasive prenatal screening (NIPT) solely for early detection of trisomy 21,a
OIC-009-09-B,Definition,What is the primary definition of vulnerability?,A universal human condition that affects everyone regardless of circumstances.,A concept used primarily in psychology and gerontology before being extended to other fields.,"A state of being dependent on others due to economic or social factors, often resulting in a lack of autonomy.","A solely individual experience related to illness, loss, and distress.",a
OIC-009-13-A,Management,What is the main reason behind the French Veil law's recognition of voluntary termination of pregnancy?,To protect women's autonomy and freedom,To promote a pro-life agenda and restrict access to abortion,To balance consideration for the individual with respect for life,To ensure equal and safe access to abortion for all women,d
OIC-009-11-A,,What is the primary purpose of the 'Safeguard of Justice' measure?,To provide long-term protection for individuals with intellectual or physical disabilities,To address emergency situations where a person of legal age may take action contrary to their interests,To appoint a guardian or curator for minors,To determine the duration of guardianship measures,b
OIC-009-22-B,Support,What is the main purpose of the Jardé Law of 5 March 2012?,To simplify procedures involved in medical research,"To provide a single framework for medical research and distinguish between three types of research: interventional, non-interventional, and observational",To remove the term 'biomedical research' from French legislation,To establish a new committee for the protection of individuals in biomedical research,b
OIC-009-07-A,,What is the primary reason a healthcare professional may refuse treatment under a 'conscience clause'?,To prioritize patient benefit over personal beliefs,To protect themselves from potential legal consequences,To respect their freedom of conscience and continue providing continuity of care,To discriminate against patients based on certain characteristics,c
OIC-009-12-B,Support,Who can apply for a protective measure?,The public prosecutor,A close friend or family member,The person already exercising a legal protection measure in respect of the adult concerned (his/her guardian or curator),Any adult who is unable to manage their interests,d
OIC-009-14-B,,What is the condition under which voluntary termination of pregnancy can take place without any time limit?,If there is a strong probability that the unborn child will suffer from a serious condition recognized at birth.,If continuing the pregnancy would seriously endanger the woman's health or if she has a medical condition incompatible with pregnancy.,If the woman is over 18 years old and wants to terminate her pregnancy.,If the unborn child is born with a disability.,b
OIC-009-16-B,Management,What is the primary justification for preimplantation diagnosis (PGD) in France?,To select embryos with a specific genetic disorder,For immunological compatibility with a sick sibling requiring a marrow transplant,To prevent the transmission of genetic diseases present in the parents and balance family gender ratios,To detect chromosomal abnormalities in the embryo or fetus in utero,c
OIC-009-18-A,,What is the primary focus of the Léonetti law and Claeys-Léonetti law?,Initiating or prolonging active therapies,"Withdrawing to maintain palliative care, which can include deep and continuous sedation until death",Limiting medical treatments that are disproportionate or only maintain vital functions,Providing life-sustaining treatments for patients with end-of-life wishes,b
OIC-009-24-B,Management,"According to Decree no. 96-1041, what is the definition of death prior to organ removal?",Encephalic death is defined as a patient with no spontaneous ventilation in hypercapnia test.,Cardiac arrest is the only recognized way of being dead for organ removal.,"Death is determined by the absence of consciousness and spontaneous motor activity, abolition of all brain stem reflexes, and absence of spontaneous ventilation.",Encephalic death is defined as a patient with two EEGs showing no detectable activity 4 hours apart.,c
OIC-009-23-A,,What is the primary principle guiding organ donation in France?,Respect for the human body as property,Presumed consent from deceased donors unless they have expressed refusal during their lifetime,Donation of organs is only allowed with explicit written consent from the donor or their designated support person,The donation of organs is a commercial transaction between individuals,b
OIC-009-10-B,Definition,What is the primary purpose of legal protection measures?,To punish individuals for their actions.,"To protect the interests of the protected person while respecting their freedoms, rights, and dignity.",To restrict an individual's autonomy in order to prevent them from making poor decisions.,To provide financial support to individuals who are unable to care for themselves.,b
OIC-009-21-A,Definition,What is the primary purpose of informed consent in biomedical research?,To ensure that researchers receive funding for their projects.,To protect vulnerable populations from harm or exploitation.,To allow patients to make decisions about their own treatment and participation in research.,To provide a legal framework for the protection of human subjects.,c
OIC-009-03-A,Definition,What is the primary purpose of the Code of Medical Ethics?,To provide a reference for doctors in their daily practice,To outline the regulatory provisions governing professional practice and ensure compliance with laws and regulations,To serve as a guide for patients on medical treatment options,To establish a set of rules for doctors to follow outside of legal frameworks,b
OIC-009-01-A,Definition,What is the primary function of ethics in medicine?,To provide a set of rules for medical practice,"To question and define right conduct, allowing individuals to reflect critically on their actions and practices",To maximize knowledge of consequences of choices and actions,To promote a singular and reasoned approach to decision-making,b
OIC-009-25-B,Definition,What is the primary requirement for a living donor to be eligible to donate an organ?,The donor must be related by blood to the recipient.,The donor must have lived with the recipient for at least two years and be compatible.,"The donor must be the father or mother of the recipient, if possible.",The donor must be a minor or under guardianship or curatorship.,b
OIC-009-27-B,Definition,What is the primary purpose of genetic testing in France under bioethics laws?,Medical or scientific research purposes,Forensic medicine to identify deceased individuals or establish paternity,To diagnose genetic diseases and adapt medical treatment based on genetic traits,To predict the future health of an individual,a
OIC-009-26-B,Definition,What is the primary legal provision concerning the use and conservation of elements and products of the human body?,The human body can be traded or priced.,"Informed consent is required for all removals and collections, regardless of the type of product or element.",The human body cannot be used for therapeutic purposes without explicit consent from the donor.,"The use and conservation of elements and products of the human body are governed by three main principles: non-economic ownership, informed consent, and anonymity.",d
OIC-009-04-A,Definition,What are the four major principles of the principles approach in medical ethics?,"Beneficence, non-maleficence, and justice","Respect for autonomy, beneficence, non-maleficence, and justice","Autonomy, beneficence, non-maleficence, and solidarity","Non-maleficence, respect for autonomy, beneficence, and distributive justice",b
OIC-009-02-A,Definition,What is the primary focus of bioethics?,"The ethics of research, the development and use of techniques in the life sciences and health",The social control of scientific knowledge and progress,The definition and future of humanity,The imposition of Western values on non-Western societies,a
OIC-009-20-B,Definition,What is the primary purpose of advance directives in France?,To allow patients to refuse treatment if they are unable to express their opinion,To ensure that doctors follow a specific hierarchy when tracing a patient's wishes at the end of life,To provide patients with a clear and enforceable way to communicate their end-of-life preferences to healthcare professionals,To limit the role of trusted support persons in decision-making at the end of life,c
OIC-009-06-A,Care,What is the primary aim of providing information to patients about their state of health?,To make a therapeutic choice,To explain the merits of proposed treatments and obtain the patient's assent,"To provide detailed information about all risks, including those of death or exceptional occurrences",To collect signed written consent,b
OIC-009-08-A,Management,What is the primary role of a trusted support person?,To provide emotional support to the patient during hospitalization,To make medical decisions on behalf of the patient in crisis situations,"To assist patients with day-to-day care, choices, and decisions outside of hospital settings",To act as a mediator between the patient and healthcare teams,c
